Campaign ID,Product Name,Category,Ad Spend (INR),Impressions,Clicks,Conversions,Revenue (INR),ROI,Campaign Date,Marketing Channel
CAMPAIGN00240,Detergent,Household,2594.94,34605,926,160,52219.07,19.12,14-01-2025,Instagram Ads
CAMPAIGN00241,Protein Bar,Snacks,4395.05,67855,2216,70,20625.18,3.69,05-01-2025,Influencer Marketing
CAMPAIGN00242,Rice,Groceries,759.08,65798,1172,190,22722.34,28.93,02-01-2025,Google Ads
CAMPAIGN00243,Tea,Beverages,2693.89,145649,996,17,1343.04,-0.5,25-12-2024,Influencer Marketing
CAMPAIGN00244,Cooking Oil,Groceries,2535.87,94211,3148,586,73481.73,27.98,02-01-2025,Google Ads
CAMPAIGN00245,Toothpaste,Personal Care,2355.3,197563,5346,33,10850.8,3.61,27-11-2024,Instagram Ads
CAMPAIGN00246,Floor Cleaner,Household,3698.09,439430,39797,6233,1842875.81,497.33,06-12-2024,Referral
CAMPAIGN00247,Tea,Beverages,2791.45,154094,9692,1867,451630.03,160.79,14-12-2024,Google Ads
CAMPAIGN00248,Cold Drink,Beverages,3889.35,103159,1269,222,51683.91,12.29,10-01-2025,Email Campaign
CAMPAIGN00249,Chocolate,Snacks,804.59,437854,9558,64,17783.24,21.1,16-12-2024,Email Campaign
CAMPAIGN00250,Milk,Groceries,2366.98,81197,7258,146,39978.1,15.89,07-01-2025,Google Ads
CAMPAIGN00251,Nuts,Snacks,1557.08,182018,6063,1023,108043.6,68.39,05-12-2024,Google Ads
CAMPAIGN00252,Air Freshener,Household,2727.76,191526,7296,116,9698.66,2.56,24-01-2025,Referral
CAMPAIGN00253,Shampoo,Personal Care,1783.7,287444,27679,1828,602053.7,336.53,21-01-2025,Referral
CAMPAIGN00254,Coffee,Beverages,2471.23,149220,14634,201,94425.74,37.21,02-12-2024,Email Campaign
CAMPAIGN00255,Energy Drink,Beverages,4228.77,396188,28159,3754,1350108.25,318.27,21-01-2025,Email Campaign
CAMPAIGN00256,Detergent,Household,2453.1,141537,3646,192,24196.55,8.86,24-01-2025,Google Ads
CAMPAIGN00257,Garbage Bags,Household,2873.51,147792,2954,570,196390.05,67.35,10-12-2024,Google Ads
CAMPAIGN00258,Milk,Groceries,163.53,273576,20700,476,109090.33,666.1,28-01-2025,Instagram Ads
CAMPAIGN00259,Toothpaste,Personal Care,4026.69,13146,1104,94,12526.39,2.11,01-02-2025,Google Ads
CAMPAIGN00260,Shampoo,Personal Care,3131.92,455564,13807,1099,285072.43,90.02,04-02-2025,Instagram Ads
CAMPAIGN00261,Face Wash,Personal Care,3480.13,421863,3318,600,165222.7,46.48,30-12-2024,Influencer Marketing
CAMPAIGN00262,Moisturizer,Personal Care,3297.04,118394,11194,653,120035.5,35.41,08-02-2025,Referral
CAMPAIGN00263,Milk,Groceries,2834.36,159873,12822,875,285128.2,99.6,05-01-2025,Email Campaign
CAMPAIGN00264,Cold Drink,Beverages,326.66,128990,11619,1370,355850.07,1088.36,09-01-2025,Instagram Ads
CAMPAIGN00265,Chips,Snacks,763.68,396219,13622,664,154966.87,201.92,30-11-2024,Email Campaign
CAMPAIGN00266,Cooking Oil,Groceries,4187.84,363389,9963,1193,226643.31,53.12,02-01-2025,Instagram Ads
CAMPAIGN00267,Milk,Groceries,1067.64,229291,1207,7,991.81,-0.07,13-01-2025,Email Campaign
CAMPAIGN00268,Nuts,Snacks,210.93,445448,35412,2921,232732.03,1102.36,15-11-2024,Email Campaign
CAMPAIGN00269,Chocolate,Snacks,218.56,232654,13961,1551,771812.27,3530.35,06-02-2025,Instagram Ads
CAMPAIGN00270,Dishwasher Liquid,Household,1485.73,358107,20744,1435,687181.55,461.52,27-12-2024,Instagram Ads
CAMPAIGN00271,Coffee,Beverages,3334.85,417551,101,20,1777.97,-0.47,27-12-2024,Instagram Ads
CAMPAIGN00272,Face Wash,Personal Care,388.7,255175,24777,123,40811.35,103.99,12-12-2024,Referral
CAMPAIGN00273,Shampoo,Personal Care,4717.39,490619,8009,1203,558463.33,117.38,03-12-2024,Instagram Ads
CAMPAIGN00274,Garbage Bags,Household,1305.5,2634,174,12,4110.14,2.15,07-01-2025,Referral
CAMPAIGN00275,Wheat Flour,Groceries,994.32,332114,29816,350,163989.35,163.93,24-01-2025,Google Ads
CAMPAIGN00276,Face Wash,Personal Care,526.3,116354,7642,803,77359.34,145.99,28-11-2024,Email Campaign
CAMPAIGN00277,Cold Drink,Beverages,1263.01,207726,16581,2714,991863.7,784.32,24-12-2024,Instagram Ads
CAMPAIGN00278,Milk,Groceries,1677.94,366531,11859,1067,365734.75,216.97,05-01-2025,Instagram Ads
CAMPAIGN00279,Garbage Bags,Household,3607.43,310353,454,30,11607.75,2.22,11-12-2024,Google Ads
CAMPAIGN00280,Biscuits,Snacks,4747.7,81074,4705,78,18426.1,2.88,12-11-2024,Influencer Marketing
CAMPAIGN00281,Moisturizer,Personal Care,3966.86,153214,15259,1519,243444.34,60.37,06-02-2025,Instagram Ads
CAMPAIGN00282,Milk,Groceries,1674.19,53337,2233,55,11090.68,5.62,01-02-2025,Google Ads
CAMPAIGN00283,Rice,Groceries,3231.77,291933,24712,2142,166303.67,50.46,06-02-2025,Referral
CAMPAIGN00284,Air Freshener,Household,982.44,393332,30480,5224,1963423.33,1997.52,08-01-2025,Google Ads
CAMPAIGN00285,Floor Cleaner,Household,2511.28,334581,5499,962,402080.89,159.11,16-12-2024,Referral
CAMPAIGN00286,Wheat Flour,Groceries,3042.37,397055,36816,4953,1965826.49,645.15,20-01-2025,Referral
CAMPAIGN00287,Juice,Beverages,2296.67,249651,15977,1145,403049.16,174.49,21-12-2024,Instagram Ads
CAMPAIGN00288,Protein Bar,Snacks,4946.32,269694,24778,2064,226623.63,44.82,26-11-2024,Google Ads
CAMPAIGN00289,Detergent,Household,1406.54,52529,420,80,22435.87,14.95,19-11-2024,Instagram Ads
CAMPAIGN00290,Nuts,Snacks,2851.41,32592,336,14,4616.55,0.62,12-12-2024,Google Ads
CAMPAIGN00291,Milk,Groceries,4606.6,150418,515,38,3407.56,-0.26,30-01-2025,Influencer Marketing
CAMPAIGN00292,Energy Drink,Beverages,4657.87,177368,1648,179,47228.55,9.14,09-02-2025,Email Campaign
CAMPAIGN00293,Cold Drink,Beverages,2955.85,369860,21695,2024,999824.09,337.25,13-01-2025,Instagram Ads
CAMPAIGN00294,Cold Drink,Beverages,2850.71,85571,3940,20,2749.91,-0.04,25-11-2024,Instagram Ads
CAMPAIGN00295,Moisturizer,Personal Care,931.76,109973,1638,95,16947.49,17.19,11-12-2024,Referral
CAMPAIGN00296,Rice,Groceries,4151.83,493156,36776,5606,1276523.86,306.46,10-12-2024,Email Campaign
CAMPAIGN00297,Chocolate,Snacks,2550.36,241298,6189,109,31429.43,11.32,02-12-2024,Referral
CAMPAIGN00298,Air Freshener,Household,3495.57,471846,20062,2926,772979.4,220.13,17-11-2024,Instagram Ads
CAMPAIGN00299,Rice,Groceries,4452.4,74369,2525,383,128061.16,27.76,09-02-2025,Instagram Ads
CAMPAIGN00300,Dishwasher Liquid,Household,1305.39,442319,6767,701,143443.58,108.89,23-01-2025,Referral
CAMPAIGN00301,Floor Cleaner,Household,2240.98,233605,7875,329,59847.56,25.71,15-12-2024,Instagram Ads
CAMPAIGN00302,Energy Drink,Beverages,3836.55,103879,10237,595,83561.02,20.78,15-11-2024,Instagram Ads
CAMPAIGN00303,Juice,Beverages,3209.91,389918,32936,3317,1488050.15,462.58,20-11-2024,Google Ads
CAMPAIGN00304,Tea,Beverages,1699.65,256357,19865,1880,155246.82,90.34,15-01-2025,Referral
CAMPAIGN00305,Chips,Snacks,1399.66,372871,8806,531,144613.69,102.32,16-11-2024,Influencer Marketing
CAMPAIGN00306,Rice,Groceries,2749.02,252790,17748,3164,1260856.32,457.66,03-02-2025,Google Ads
CAMPAIGN00307,Air Freshener,Household,543.87,54913,1257,226,91283.72,166.84,31-12-2024,Google Ads
CAMPAIGN00308,Floor Cleaner,Household,3862.38,291353,18740,2106,426394.36,109.4,29-11-2024,Google Ads
CAMPAIGN00309,Dishwasher Liquid,Household,4048.36,90749,5693,482,204318.93,49.47,09-01-2025,Influencer Marketing
CAMPAIGN00310,Detergent,Household,2364.76,280813,23944,3574,660749.83,278.42,04-02-2025,Email Campaign
CAMPAIGN00311,Nuts,Snacks,2142.17,115892,10831,1685,193820.22,89.48,22-12-2024,Influencer Marketing
CAMPAIGN00312,Cooking Oil,Groceries,4595.38,379132,3875,684,118617.4,24.81,03-02-2025,Instagram Ads
CAMPAIGN00313,Chips,Snacks,1401.63,160898,1851,256,84936.23,59.6,22-01-2025,Instagram Ads
CAMPAIGN00314,Rice,Groceries,586.92,468485,44321,829,172871.21,293.54,27-12-2024,Email Campaign
CAMPAIGN00315,Garbage Bags,Household,1135.75,326264,15735,2482,1160372.47,1020.68,29-11-2024,Instagram Ads
CAMPAIGN00316,Moisturizer,Personal Care,3640.17,183193,14541,310,75005.33,19.6,13-12-2024,Google Ads
CAMPAIGN00317,Rice,Groceries,3534.3,365111,11136,961,195940.46,54.44,14-11-2024,Google Ads
CAMPAIGN00318,Biscuits,Snacks,281.31,18043,315,7,3030.98,9.77,06-12-2024,Influencer Marketing
CAMPAIGN00319,Protein Bar,Snacks,2188.91,8287,279,31,13737.57,5.28,10-01-2025,Google Ads
CAMPAIGN00320,Dishwasher Liquid,Household,3112.95,232221,11033,1090,221494.88,70.15,25-11-2024,Referral
CAMPAIGN00321,Milk,Groceries,4480.14,269084,15636,309,34295.87,6.66,17-12-2024,Google Ads
CAMPAIGN00322,Dishwasher Liquid,Household,2960.25,234959,8360,591,50484.29,16.05,15-11-2024,Google Ads
CAMPAIGN00323,Nuts,Snacks,983.58,469401,37114,2577,471229.66,478.1,04-02-2025,Referral
CAMPAIGN00324,Cold Drink,Beverages,4595.93,268756,10322,1932,895089.49,193.76,22-11-2024,Influencer Marketing
CAMPAIGN00325,Milk,Groceries,3838.96,305677,66,9,3472.04,-0.1,29-01-2025,Referral
CAMPAIGN00326,Chocolate,Snacks,881.1,118869,10505,395,65509.23,73.35,27-01-2025,Influencer Marketing
CAMPAIGN00327,Wheat Flour,Groceries,2093.4,25216,2095,304,33053.91,14.79,04-02-2025,Email Campaign
CAMPAIGN00328,Shampoo,Personal Care,1137.43,386337,33387,2389,1004311.51,881.97,11-01-2025,Email Campaign
CAMPAIGN00329,Garbage Bags,Household,3230.31,230106,829,17,4905.16,0.52,03-02-2025,Influencer Marketing
CAMPAIGN00330,Biscuits,Snacks,4822.91,372074,26666,3930,534789.15,109.89,07-01-2025,Email Campaign
CAMPAIGN00331,Cold Drink,Beverages,2768.22,166300,13583,792,118083.65,41.66,28-12-2024,Referral
CAMPAIGN00332,Dishwasher Liquid,Household,1558.56,370552,15897,2802,353696.76,225.94,30-12-2024,Email Campaign
CAMPAIGN00333,Cold Drink,Beverages,4790.18,405301,27638,4261,536015.86,110.9,01-12-2024,Email Campaign
CAMPAIGN00334,Energy Drink,Beverages,4922.69,45463,3986,576,118945.82,23.16,26-12-2024,Referral
CAMPAIGN00335,Detergent,Household,635.14,426046,13298,490,87159.19,136.23,04-01-2025,Google Ads
CAMPAIGN00336,Rice,Groceries,3312.21,381617,33255,5686,586581.14,176.1,26-12-2024,Influencer Marketing
CAMPAIGN00337,Floor Cleaner,Household,619.18,177716,8913,1087,477369.04,769.97,26-11-2024,Google Ads
CAMPAIGN00338,Cooking Oil,Groceries,2771.92,476002,21706,2265,412369.09,147.77,03-02-2025,Email Campaign
CAMPAIGN00339,Floor Cleaner,Household,1053.82,136524,9437,499,39368.52,36.36,30-11-2024,Email Campaign
CAMPAIGN00340,Biscuits,Snacks,383.12,270869,10664,921,258230.52,673.02,30-01-2025,Referral
CAMPAIGN00341,Cold Drink,Beverages,215.34,278683,25259,4110,566280.25,2628.7,26-01-2025,Referral
CAMPAIGN00342,Air Freshener,Household,720.76,274861,13346,2023,860035.52,1192.23,07-12-2024,Influencer Marketing
CAMPAIGN00343,Cooking Oil,Groceries,168.21,12164,1146,219,44701.21,264.75,02-01-2025,Referral
CAMPAIGN00344,Dishwasher Liquid,Household,4523.06,306177,7081,184,44358.06,8.81,25-01-2025,Influencer Marketing
CAMPAIGN00345,Eggs,Groceries,2772.41,464004,22332,3438,516462.34,185.29,29-01-2025,Influencer Marketing
CAMPAIGN00346,Air Freshener,Household,3266.44,37316,2237,316,55977.31,16.14,30-11-2024,Instagram Ads
CAMPAIGN00347,Juice,Beverages,1968.44,424044,33895,655,231242.89,116.48,16-01-2025,Referral
CAMPAIGN00348,Protein Bar,Snacks,3282.52,47562,1756,280,115570.73,34.21,27-11-2024,Referral
CAMPAIGN00349,Moisturizer,Personal Care,3823.06,154124,4336,351,133975.87,34.04,20-12-2024,Email Campaign
CAMPAIGN00350,Cooking Oil,Groceries,2906.95,346688,24482,2718,637258.04,218.22,14-01-2025,Google Ads
CAMPAIGN00351,Moisturizer,Personal Care,3712.65,476756,35390,4871,907708.8,243.49,15-01-2025,Influencer Marketing
CAMPAIGN00352,Detergent,Household,322.24,154250,12327,448,91117.41,281.76,17-12-2024,Instagram Ads
CAMPAIGN00353,Detergent,Household,4647.85,116768,734,18,4075.38,-0.12,15-12-2024,Email Campaign
CAMPAIGN00354,Juice,Beverages,3646.42,146711,1847,301,35023.32,8.6,25-11-2024,Email Campaign
CAMPAIGN00355,Detergent,Household,3432.47,56537,4004,763,50694.62,13.77,18-11-2024,Influencer Marketing
CAMPAIGN00356,Wheat Flour,Groceries,2691.9,345625,19357,1007,455302.23,168.14,30-01-2025,Google Ads
CAMPAIGN00357,Nuts,Snacks,1191.48,306402,11177,466,133543.87,111.08,23-01-2025,Google Ads
CAMPAIGN00358,Face Wash,Personal Care,4991.91,5979,592,26,6211.14,0.24,25-01-2025,Referral
CAMPAIGN00359,Wheat Flour,Groceries,4300.56,27864,2627,405,67418.48,14.68,14-12-2024,Email Campaign
CAMPAIGN00360,Eggs,Groceries,1085.7,335167,15687,1012,359498.16,330.12,18-12-2024,Referral
CAMPAIGN00361,Energy Drink,Beverages,2845.62,6061,178,21,9873.62,2.47,07-01-2025,Google Ads
CAMPAIGN00362,Soap,Personal Care,2437.73,132188,4360,389,52567.65,20.56,08-01-2025,Influencer Marketing
CAMPAIGN00363,Face Wash,Personal Care,528.35,345403,25741,4161,233467.02,440.88,08-02-2025,Email Campaign
CAMPAIGN00364,Air Freshener,Household,758.99,428039,37375,5574,1508662.72,1986.72,07-01-2025,Instagram Ads
CAMPAIGN00365,Biscuits,Snacks,2320.91,421628,6207,77,21532.55,8.28,09-01-2025,Instagram Ads
CAMPAIGN00366,Eggs,Groceries,349.58,252682,15035,1640,509654.72,1456.91,13-12-2024,Influencer Marketing
CAMPAIGN00367,Chocolate,Snacks,1470.02,124268,8698,878,182632.64,123.24,01-01-2025,Email Campaign
CAMPAIGN00368,Shampoo,Personal Care,2096.08,496422,43890,3412,1334010.07,635.43,21-01-2025,Instagram Ads
CAMPAIGN00369,Dishwasher Liquid,Household,3280.76,369304,36803,3847,808939.63,245.57,26-11-2024,Referral
CAMPAIGN00370,Cooking Oil,Groceries,4503.76,188890,12239,1913,791153.51,174.67,06-01-2025,Instagram Ads
CAMPAIGN00371,Rice,Groceries,2905.02,113641,9909,1099,321736.75,109.75,05-02-2025,Google Ads
CAMPAIGN00372,Wheat Flour,Groceries,4390.06,148132,2692,51,23230.22,4.29,14-01-2025,Referral
CAMPAIGN00373,Biscuits,Snacks,622.76,199104,19209,3160,1443671.6,2317.18,12-12-2024,Google Ads
CAMPAIGN00374,Shampoo,Personal Care,1829.68,492768,22189,4140,991398.08,540.84,14-11-2024,Instagram Ads
CAMPAIGN00375,Moisturizer,Personal Care,4198.15,140929,10103,1887,904995.01,214.57,06-01-2025,Influencer Marketing
CAMPAIGN00376,Eggs,Groceries,461.13,254972,9368,1282,610772.07,1323.51,02-01-2025,Instagram Ads
CAMPAIGN00377,Soap,Personal Care,3942.77,1146,19,1,434.47,-0.89,14-12-2024,Google Ads
CAMPAIGN00378,Milk,Groceries,3900.29,371015,8637,1469,135785.74,33.81,18-11-2024,Influencer Marketing
CAMPAIGN00379,Chocolate,Snacks,2868.04,470147,42902,6752,2825186.63,984.06,03-02-2025,Instagram Ads
CAMPAIGN00380,Air Freshener,Household,913.12,207598,18871,1391,208934.89,227.81,18-11-2024,Google Ads
CAMPAIGN00381,Energy Drink,Beverages,3477.75,26370,2567,64,31866.76,8.16,04-12-2024,Referral
CAMPAIGN00382,Chocolate,Snacks,494.88,215086,1731,133,44410.78,88.74,30-01-2025,Email Campaign
CAMPAIGN00383,Floor Cleaner,Household,4054.48,108370,8453,176,21616.57,4.33,06-01-2025,Email Campaign
CAMPAIGN00384,Toothpaste,Personal Care,2757.14,281761,27433,76,35514.97,11.88,02-01-2025,Google Ads
CAMPAIGN00385,Energy Drink,Beverages,2589.18,366906,15799,2184,652100.39,250.86,01-01-2025,Instagram Ads
CAMPAIGN00386,Floor Cleaner,Household,2529,167178,16311,2898,304387.82,119.36,31-12-2024,Influencer Marketing
CAMPAIGN00387,Face Wash,Personal Care,4714.61,234215,7680,1016,417070.91,87.46,24-01-2025,Email Campaign
CAMPAIGN00388,Moisturizer,Personal Care,4300.86,218364,18985,1748,153597.67,34.71,23-12-2024,Instagram Ads
CAMPAIGN00389,Chocolate,Snacks,4912.67,424457,14060,403,73736.83,14.01,03-02-2025,Referral
CAMPAIGN00390,Garbage Bags,Household,3042.14,250418,15167,357,157778.24,50.86,14-12-2024,Influencer Marketing
CAMPAIGN00391,Garbage Bags,Household,4500.08,299310,13376,485,78817.08,16.51,14-01-2025,Influencer Marketing
CAMPAIGN00392,Floor Cleaner,Household,640.93,20764,928,97,5453.48,7.51,02-12-2024,Instagram Ads
CAMPAIGN00393,Nuts,Snacks,2861.05,408318,3762,290,86765.22,29.33,27-12-2024,Google Ads
CAMPAIGN00394,Cooking Oil,Groceries,4037.52,355915,28938,5480,1767533.76,436.78,06-01-2025,Influencer Marketing
CAMPAIGN00395,Cooking Oil,Groceries,1749.91,453347,26118,3807,1398139.58,797.98,30-11-2024,Email Campaign
CAMPAIGN00396,Chips,Snacks,3071.18,150939,253,45,3207.72,0.04,15-12-2024,Google Ads
CAMPAIGN00397,Face Wash,Personal Care,708.25,313752,11476,270,114990.71,161.36,26-01-2025,Referral
CAMPAIGN00398,Tea,Beverages,2614.63,407226,2172,7,2150.76,-0.18,11-01-2025,Email Campaign
CAMPAIGN00399,Air Freshener,Household,99.31,454139,38266,5345,1230875.87,12393.28,28-11-2024,Instagram Ads
CAMPAIGN00400,Floor Cleaner,Household,4221.62,272184,23646,4617,1429313.9,337.57,05-01-2025,Email Campaign
CAMPAIGN00401,Floor Cleaner,Household,992.35,115475,10379,1289,164914.44,165.19,30-12-2024,Referral
CAMPAIGN00402,Protein Bar,Snacks,389.84,475170,27824,1520,457679.09,1173.02,29-01-2025,Instagram Ads
CAMPAIGN00403,Moisturizer,Personal Care,1979.56,36906,277,36,8776.7,3.43,15-12-2024,Influencer Marketing
CAMPAIGN00404,Nuts,Snacks,2551.08,363212,18544,3173,1116093.84,436.5,04-12-2024,Referral
CAMPAIGN00405,Eggs,Groceries,2844.58,39569,2763,272,121719.68,41.79,26-11-2024,Influencer Marketing
CAMPAIGN00406,Wheat Flour,Groceries,1311.25,139786,13652,2014,255446.94,193.81,15-12-2024,Referral
CAMPAIGN00407,Floor Cleaner,Household,205.63,46819,2102,209,31889.03,154.08,24-01-2025,Influencer Marketing
CAMPAIGN00408,Protein Bar,Snacks,1460.28,102471,5220,718,36534.87,24.02,21-12-2024,Email Campaign
CAMPAIGN00409,Cooking Oil,Groceries,4421.23,3877,361,64,8636.82,0.95,22-11-2024,Influencer Marketing
CAMPAIGN00410,Face Wash,Personal Care,1656.54,452555,31970,1818,777454.06,468.32,31-12-2024,Email Campaign
CAMPAIGN00411,Soap,Personal Care,101.87,120704,1252,143,42742.38,418.58,29-11-2024,Email Campaign
CAMPAIGN00412,Eggs,Groceries,1096.93,347336,16316,728,162101.7,146.78,01-01-2025,Google Ads
CAMPAIGN00413,Milk,Groceries,1125.82,167157,15200,2652,274055.91,242.43,23-01-2025,Referral
CAMPAIGN00414,Garbage Bags,Household,1167.68,64283,2733,192,73027.47,61.54,31-12-2024,Email Campaign
CAMPAIGN00415,Coffee,Beverages,4958.68,67041,5583,562,99457.07,19.06,14-01-2025,Influencer Marketing
CAMPAIGN00416,Chips,Snacks,1352.86,14503,1405,8,2922.34,1.16,26-11-2024,Instagram Ads
CAMPAIGN00417,Chips,Snacks,2319.99,429395,39871,1617,163101.56,69.3,08-02-2025,Influencer Marketing
CAMPAIGN00418,Garbage Bags,Household,2475.41,341800,3903,535,131790.94,52.24,11-12-2024,Google Ads
CAMPAIGN00419,Juice,Beverages,3618.59,401506,9446,571,174918.63,47.34,02-02-2025,Google Ads
CAMPAIGN00420,Cooking Oil,Groceries,630.88,395585,14441,2330,1018730.31,1613.78,25-11-2024,Referral
CAMPAIGN00421,Garbage Bags,Household,3425.68,276125,13278,922,306135.16,88.36,25-01-2025,Instagram Ads
CAMPAIGN00422,Toothpaste,Personal Care,4363.87,29931,1658,15,7017.08,0.61,23-01-2025,Email Campaign
CAMPAIGN00423,Moisturizer,Personal Care,4460.66,132680,4047,625,206820.03,45.37,26-12-2024,Influencer Marketing
CAMPAIGN00424,Shampoo,Personal Care,4940.77,444342,7909,334,139145.13,27.16,30-11-2024,Google Ads
CAMPAIGN00425,Wheat Flour,Groceries,1158.17,494660,31375,4231,600976.03,517.9,26-01-2025,Instagram Ads
CAMPAIGN00426,Energy Drink,Beverages,3454.75,408895,16710,2959,1406110.25,406.01,17-11-2024,Google Ads
CAMPAIGN00427,Shampoo,Personal Care,4000.11,53486,1587,6,920.36,-0.77,29-12-2024,Referral
CAMPAIGN00428,Juice,Beverages,4370.4,477076,8020,196,75241.02,16.22,12-11-2024,Email Campaign
CAMPAIGN00429,Moisturizer,Personal Care,4153.81,124127,6389,1226,107944.03,24.99,11-12-2024,Google Ads
CAMPAIGN00430,Cold Drink,Beverages,3287.32,118960,2420,375,140751.68,41.82,24-01-2025,Instagram Ads
CAMPAIGN00431,Soap,Personal Care,516.95,484624,48246,4416,1797463.85,3476.06,12-01-2025,Google Ads
CAMPAIGN00432,Face Wash,Personal Care,4675.44,251093,4658,507,243524.83,51.09,03-01-2025,Email Campaign
CAMPAIGN00433,Cold Drink,Beverages,2766.8,23355,1772,201,47503.32,16.17,03-01-2025,Instagram Ads
CAMPAIGN00434,Milk,Groceries,3229.22,347485,9619,1494,630800.28,194.34,18-11-2024,Email Campaign
CAMPAIGN00435,Biscuits,Snacks,3888.65,71935,3436,92,31646.06,7.14,01-01-2025,Influencer Marketing
CAMPAIGN00436,Energy Drink,Beverages,4242.47,492249,4560,143,8082.98,0.91,23-01-2025,Instagram Ads
CAMPAIGN00437,Floor Cleaner,Household,2079.22,240306,13819,772,364620.15,174.36,04-02-2025,Instagram Ads
CAMPAIGN00438,Floor Cleaner,Household,1761.53,165871,12434,2397,513573.08,290.55,30-12-2024,Instagram Ads
CAMPAIGN00439,Wheat Flour,Groceries,1706.57,419843,18568,3453,945490.76,553.03,04-01-2025,Google Ads
CAMPAIGN00440,Dishwasher Liquid,Household,3771.58,254495,526,35,6479.85,0.72,08-02-2025,Google Ads
CAMPAIGN00441,Detergent,Household,1530.76,210156,14153,2314,635754.17,414.32,08-02-2025,Referral
CAMPAIGN00442,Chocolate,Snacks,2570.41,148443,13547,1494,279810.18,107.86,07-12-2024,Google Ads
CAMPAIGN00443,Coffee,Beverages,3431.96,219521,16637,1993,706433.24,204.84,24-01-2025,Instagram Ads
CAMPAIGN00444,Rice,Groceries,2348.94,309452,29648,4062,1564202.23,664.92,28-12-2024,Referral
CAMPAIGN00445,Shampoo,Personal Care,997.2,498563,35753,4827,594304.99,594.97,30-01-2025,Referral
CAMPAIGN00446,Garbage Bags,Household,811.87,458182,24546,4429,287282.08,352.85,13-01-2025,Influencer Marketing
CAMPAIGN00447,Coffee,Beverages,1382.95,264222,335,36,6254.02,3.52,29-11-2024,Instagram Ads
CAMPAIGN00448,Nuts,Snacks,1669.51,346427,11053,514,212886.58,126.51,22-11-2024,Instagram Ads
CAMPAIGN00449,Face Wash,Personal Care,1698.96,58161,138,25,10830.58,5.37,09-02-2025,Influencer Marketing
CAMPAIGN00450,Chocolate,Snacks,2606.74,78088,7062,122,57144.12,20.92,15-12-2024,Referral
CAMPAIGN00451,Nuts,Snacks,813.24,51439,4838,940,103737.3,126.56,27-11-2024,Email Campaign
CAMPAIGN00452,Cold Drink,Beverages,2479.32,387819,27083,5204,1050961.81,422.89,12-12-2024,Influencer Marketing
CAMPAIGN00453,Air Freshener,Household,2614.31,392400,36026,5053,867279.1,330.74,01-01-2025,Instagram Ads
CAMPAIGN00454,Juice,Beverages,3356.81,55768,4180,594,202467.18,59.32,18-01-2025,Email Campaign
CAMPAIGN00455,Detergent,Household,4940.97,37593,1801,209,21472.27,3.35,17-12-2024,Referral
CAMPAIGN00456,Juice,Beverages,4322.83,398633,16109,1731,364005.82,83.21,27-11-2024,Instagram Ads
CAMPAIGN00457,Cooking Oil,Groceries,2314.19,46596,1262,33,4841.75,1.09,30-01-2025,Google Ads
CAMPAIGN00458,Cooking Oil,Groceries,1065.16,194698,10345,252,101007.88,93.83,22-12-2024,Instagram Ads
CAMPAIGN00459,Chocolate,Snacks,4098.9,26792,1433,60,14909.98,2.64,14-11-2024,Influencer Marketing
CAMPAIGN00460,Cooking Oil,Groceries,2492.85,233087,5077,216,30167.13,11.1,01-02-2025,Email Campaign
CAMPAIGN00461,Soap,Personal Care,4310.73,216951,13252,416,163405.54,36.91,06-12-2024,Google Ads
CAMPAIGN00462,Soap,Personal Care,1122.18,47325,2689,373,144777.68,128.01,19-11-2024,Influencer Marketing
CAMPAIGN00463,Face Wash,Personal Care,2895.75,238270,2075,36,10546.18,2.64,21-11-2024,Referral
CAMPAIGN00464,Nuts,Snacks,2468.82,448976,32171,377,57663.81,22.36,05-01-2025,Influencer Marketing
CAMPAIGN00465,Moisturizer,Personal Care,2902.8,201981,4660,620,137967.8,46.53,01-12-2024,Referral
CAMPAIGN00466,Energy Drink,Beverages,1123.34,289175,22364,341,164584.2,145.51,16-01-2025,Google Ads
CAMPAIGN00467,Protein Bar,Snacks,2286.49,221726,3877,671,91919.96,39.2,12-11-2024,Referral
CAMPAIGN00468,Coffee,Beverages,662.28,257558,23145,863,321301.14,484.14,09-02-2025,Influencer Marketing
CAMPAIGN00469,Milk,Groceries,1514.61,472109,6751,547,193556.75,126.79,04-02-2025,Google Ads
CAMPAIGN00470,Rice,Groceries,432.44,250891,13875,2095,361719.25,835.46,07-12-2024,Email Campaign
CAMPAIGN00471,Protein Bar,Snacks,1969.36,471187,37409,3359,1227147.77,622.12,27-01-2025,Referral
CAMPAIGN00472,Shampoo,Personal Care,271.03,32171,2436,180,86435.55,317.92,09-12-2024,Referral
CAMPAIGN00473,Moisturizer,Personal Care,3144.68,5955,593,102,21588.27,5.87,13-01-2025,Referral
CAMPAIGN00474,Rice,Groceries,2798.59,452477,42808,3826,1260373.34,449.36,18-11-2024,Google Ads
CAMPAIGN00475,Wheat Flour,Groceries,329.77,405779,22057,1076,437534.49,1325.79,30-12-2024,Instagram Ads
CAMPAIGN00476,Dishwasher Liquid,Household,2324.99,304439,25548,4147,1351738.05,580.4,01-01-2025,Email Campaign
CAMPAIGN00477,Moisturizer,Personal Care,222.1,87276,1204,155,15534.28,68.94,30-01-2025,Referral
CAMPAIGN00478,Protein Bar,Snacks,189.45,245246,14666,194,82372.25,433.8,15-12-2024,Influencer Marketing
